,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,O*NET-SOC Code,round O*NET-SOC Code
n000287,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000288,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000289,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000290,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000291,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000292,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000293,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000294,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000295,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000296,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000297,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000298,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000299,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000300,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000301,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000302,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000303,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000304,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000305,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000306,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000307,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000308,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000309,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000310,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000311,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000312,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000313,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000314,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000315,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000316,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000317,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000318,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000319,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000320,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000321,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000322,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000323,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000324,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000325,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000326,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000327,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000328,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000329,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000330,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000331,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000332,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000333,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000334,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000335,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000336,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000337,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000338,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000339,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000340,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000341,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000342,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000343,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000344,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000345,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000346,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000347,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000348,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000349,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000350,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000351,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000352,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000353,-2.007624762908106,-4.118262009148412,1.7726545851811255,-5.924906299907671,5.645190873689462,-1.5519706184223931,-0.402835660120884,-3.037047948591168,0.4848905846743622,4.124093917148521,-3.071462919274179,0.9669702297420344,-0.2868434435981187,0.5698537431472737,1.265269527135484e-15,131199.05,131199.0
n000354,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000355,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000356,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000357,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000358,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000359,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000360,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000361,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000362,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000363,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000364,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000365,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000366,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000367,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000368,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000369,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000370,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000371,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000372,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000373,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000374,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000375,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000376,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000377,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
n000378,4.574040936605054,-2.404068923776731,14.682523437279434,-2.9965512910795,-2.5465302202321696,3.381792888497361,0.1358614897801322,-0.393326170775685,-1.1510836920061995,-1.9174494646011844,0.2408615086166388,-0.186465166123867,0.5421925829259836,-0.2698504368660974,1.2652695271354836e-15,131199.06,131199.0
